proof,name,type,token
great news youre lucky winner limited netflíx tshirt mug just type yes want proceed thank choosing globe postpaid,False,online activity,"['Great', 'News', 'Youre', 'lucky', 'winner', 'limited', 'Netflíx', 'Tshirt', 'Mug', 'Just', 'TYPE', 'YES', 'want', 'proceed', 'Thank', 'choosing', 'Globe', 'Postpaid']"
want taste winning million jackpot only 1 pesos come play now to one hit million cash jackpot what waiting for play now 1 second cash out millions jijiphcomonehit,False,casino/gambling,"['Want', 'TASTE', 'Winning', 'Million', 'Jackpot', 'Only', '1', 'pesos', 'Come', 'Play', 'Now', 'TO', 'ONE', 'HIT', 'MILLION', 'CASH', 'Jackpot', 'What', 'waiting', 'for', 'Play', 'now', '1', 'SECOND', 'CASH', 'OUT', 'MILLIONS', 'jijiphcomONEHIT']"
maglaro manalo jili jackpot 8888888 php cash mag register sumalibitly3swb7ad,False,casino/gambling,"['Maglaro', 'Manalo', 'Jili', 'jackpot', '8888888', 'php', 'cash', 'mag', 'register', 'sumalibitly3Swb7Ad']"
bagong pinagkakaguluhan collagen firming sleeping mask click here to buy httpsslazadacomphsunf0h kutis artista mag collagen mask,False,online activity,"['Bagong', 'pinagkakaguluhan', 'COLLAGEN', 'FIRMING', 'SLEEPING', 'MASK', 'CLICK', 'HERE', 'TO', 'BUY', 'httpsslazadacomphsUnf0H', 'Kutis', 'Artista', 'Mag', 'Collagen', 'Mask']"
salary business loan avail promo 30kto2m for fast transaction call,False,bank/money,"['Salary', 'Business', 'Loan', 'Avail', 'promo', '30kto2M', 'For', 'fast', 'transaction', 'Call']"
hi name nandito best way kumita datong log receive 60p philnewzcomlogin,True,others,"['Hi', 'NAME', 'Nandito', 'best', 'way', 'kumita', 'datong', 'Log', 'receive', '60P', 'philnewzcomlogin']"
4 pieces solar street lights for only 1299 pinaka murang presyo sa market click if interested for pricebuy httpsinvolcoclc31bs buy 2 take 2 today only pakiclick ang link sa taas para makita ang presyo at pictures please do not click if not interested thank you,False,free,"['4', 'PIECES', 'SOLAR', 'STREET', 'LIGHTS', 'FOR', 'ONLY', '1299', 'PINAKA', 'MURANG', 'PRESYO', 'SA', 'MARKET', 'CLICK', 'IF', 'INTERESTED', 'FOR', 'PRICEBUY', 'httpsinvolcoclc31bs', 'BUY', '2', 'TAKE', '2', 'TODAY', 'ONLY', 'PAKICLICK', 'ANG', 'LINK', 'SA', 'TAAS', 'PARA', 'MAKITA', 'ANG', 'PRESYO', 'AT', 'PICTURES', 'PLEASE', 'DO', 'NOT', 'CLICK', 'IF', 'NOT', 'INTERESTED', 'THANK', 'YOU']"
all new egg tray 32 grid egg holder with removable tray drawer type and space saver please click for the pricebuy httpsslazadacomphsupjgm lazada big sale,False,online activity,"['ALL', 'NEW', 'EGG', 'TRAY', '32', 'GRID', 'EGG', 'HOLDER', 'WITH', 'REMOVABLE', 'TRAY', 'DRAWER', 'TYPE', 'AND', 'SPACE', 'SAVER', 'PLEASE', 'CLICK', 'FOR', 'THE', 'PRICEBUY', 'httpsslazadacomphsUPJgm', 'Lazada', 'Big', 'Sale']"
thebiggest ph online gmeswith247cshinout httpokadaquestpmm 300get300 3kget3k,False,online activity,"['TheBiggest', 'PH', 'Online', 'Gmeswith247CshInOut', 'httpokadaquestpMm', '300GET300', '3kGET3k']"
mega sale 99 911 starts now click mo eto para makita ang pictures at price ng bawat items httpsslazadacomphsufdf8 napakadaming sale napakamurang items gamitin discount voucher bili naka sale,False,online activity,"['MEGA', 'SALE', '99', '911', 'STARTS', 'NOW', 'CLICK', 'MO', 'ETO', 'PARA', 'MAKITA', 'ANG', 'PICTURES', 'AT', 'PRICE', 'NG', 'BAWAT', 'ITEMS', 'httpsslazadacomphsUFdf8', 'Napakadaming', 'SALE', 'napakamurang', 'ITEMS', 'Gamitin', 'DISCOUNT', 'VOUCHER', 'Bili', 'naka', 'SALE']"
pinaka sikat casno pinas meron login b0nus p888 biis mg cash inout 247 httpcowin2com,False,casino/gambling,"['Pinaka', 'sikat', 'CASNO', 'Pinas', 'meron', 'login', 'b0nus', 'p888', 'biis', 'mg', 'cash', 'inout', '247', 'httpcowin2com']"
lookin unique gift glutacollagen visit store httpscuttlyizftx8t weprintcar stickergiveawayhpbrotherkyocera tonerepson inkviber09077008668,False,others,"['Lookin', 'unique', 'gift', 'glutacollagen', 'visit', 'store', 'httpscuttlyiZfTx8T', 'wePrintcar', 'StickergiveawayHPBrotherKyocera', 'TonerEpson', 'InkViber09077008668']"
boring pang arawarawhindi alam anong lalaruinregister t1bet makakuha free3000 bonus para makapaglaro manalo bigcash t1bet4youcomextra,False,others,"['Boring', 'pang', 'arawarawHindi', 'alam', 'anong', 'lalaruinRegister', 'T1bet', 'makakuha', 'FREE3000', 'bonus', 'Para', 'Makapaglaro', 'manalo', 'BigCash', 't1bet4youcomEXTRA']"
dumating bagong vacuum flask stainless set click here to buy httpsslazadacomphsupabw pang regalo office field work usong uso,False,online activity,"['Dumating', 'bagong', 'VACUUM', 'FLASK', 'STAINLESS', 'SET', 'CLICK', 'HERE', 'TO', 'BUY', 'httpsslazadacomphsUPAbW', 'Pang', 'regalo', 'office', 'field', 'work', 'Usong', 'uso']"
good news you lucky winner limited netflíx tshirt cap confirm sending yes proceed continue thank choosing globe postpaid,False,online activity,"['Good', 'News', 'You', 'lucky', 'winner', 'limited', 'Netflíx', 'Tshirt', 'Cap', 'confirm', 'sending', 'YES', 'proceed', 'continue', 'Thank', 'choosing', 'Globe', 'Postpaid']"
good day lyn 50k 2m easy secured process pls call 09070053061,False,bank/money,"['good', 'day', 'lyn', '50k', '2m', 'easy', 'secured', 'process', 'pls', 'call', '09070053061']"
great news youre lucky winner limited netflíx tshirt mug just type yes want proceed thank choosing globe postpaid,False,online activity,"['Great', 'News', 'Youre', 'lucky', 'winner', 'limited', 'Netflíx', 'Tshirt', 'Mug', 'Just', 'TYPE', 'YES', 'want', 'proceed', 'Thank', 'choosing', 'Globe', 'Postpaid']"
kami opisyal partner jili games sigurado maasahanaraw araw unlimited rebate dito httpfdsv02site,False,casino/gambling,"['Kami', 'opisyal', 'partner', 'JILI', 'games', 'sigurado', 'maasahanAraw', 'araw', 'unlimited', 'rebate', 'dito', 'httpfdsv02site']"
good day we are on sale buy 1 take 1 solar cctv alike httpsslazadacomphsurngl buy 1 take 1 solar indoor httpsslazadacomphsurnux,False,free,"['GOOD', 'DAY', 'WE', 'ARE', 'ON', 'SALE', 'BUY', '1', 'TAKE', '1', 'SOLAR', 'CCTV', 'ALIKE', 'httpsslazadacomphsURNGL', 'BUY', '1', 'TAKE', '1', 'SOLAR', 'INDOOR', 'httpsslazadacomphsURNuX']"
win mercedes benz hit jackpot 8 million pesos register now free 1777 pesos url httpsbitly3vezni0 web httpsbitly3zsjssf,False,casino/gambling,"['Win', 'Mercedes', 'Benz', 'hit', 'jackpot', '8', 'million', 'pesos', 'Register', 'now', 'free', '1777', 'Pesos', 'URL', 'httpsbitly3veZNi0', 'Web', 'httpsbitly3zSJsSF']"
are looking for way spend boring time play t1bet ph now win bigprizes sign up now get up to 3000 bonus t1bet4youcomon,False,others,"['Are', 'Looking', 'For', 'Way', 'spend', 'Boring', 'Time', 'Play', 'T1bet', 'PH', 'Now', 'win', 'BigPrizes', 'Sign', 'Up', 'Now', 'GET', 'UP', 'TO', '3000', 'Bonus', 't1bet4youcomON']"
we approved interview august 2st easily 888p please contact timehttpsbomsomvsdo0,False,work,"['We', 'approved', 'interview', 'August', '2st', 'easily', '888P', 'Please', 'contact', 'timehttpsbomsoMvsdo0']"
boss maswerte ngayong araw sali idownload httpstcofzwmasxluh,False,others,"['Boss', 'maswerte', 'ngayong', 'araw', 'Sali', 'idownload', 'httpstcofzwMasxLUH']"
we offering 5ok2m kindly reply how avail offer,False,bank/money,"['We', 'offering', '5Ok2M', 'kindly', 'reply', 'HOW', 'avail', 'offer']"
pagod ba mag hapon pagtratrabaho marerelax new massage gun click here to buy httpsslazadacomphsuum6r naka sale ngayon,False,online activity,"['Pagod', 'ba', 'mag', 'hapon', 'pagtratrabaho', 'Marerelax', 'NEW', 'MASSAGE', 'GUN', 'CLICK', 'HERE', 'TO', 'BUY', 'httpsslazadacomphsUUM6r', 'Naka', 'SALE', 'ngayon']"
win mercedes benz hit jackpot 8 million pesos register now free 1777 pesos url httpsbitly3zmpgch web httpsbitly3ziwney,False,casino/gambling,"['Win', 'Mercedes', 'Benz', 'hit', 'jackpot', '8', 'million', 'pesos', 'Register', 'now', 'free', '1777', 'Pesos', 'URL', 'httpsbitly3zmPGch', 'Web', 'httpsbitly3zIwney']"
boring pang arawarawhindi alam anong lalaruinregister t1bet makakuha free100 bonus para makapaglaro manalo bigprizes t1betphcomfb2u,False,others,"['Boring', 'pang', 'arawarawHindi', 'alam', 'anong', 'lalaruinRegister', 'T1bet', 'makakuha', 'FREE100', 'bonus', 'Para', 'Makapaglaro', 'manalo', 'BigPrizes', 't1betphcomFB2U']"
boring pang arawarawhindi alam anong lalaruinregister t1bet makakuha free100 bonus para makapaglaro manalo bigprizes t1betphcomforu,False,others,"['Boring', 'pang', 'arawarawHindi', 'alam', 'anong', 'lalaruinRegister', 'T1bet', 'makakuha', 'FREE100', 'bonus', 'Para', 'Makapaglaro', 'manalo', 'BigPrizes', 't1betphcomForU']"
pinakasikat online casino bet 86 ang pinakamainit larong sabong magsisimula na iniimbitahan sumali http86952bet,False,casino/gambling,"['Pinakasikat', 'online', 'casino', 'bet', '86', 'Ang', 'pinakamainit', 'larong', 'sabong', 'magsisimula', 'na', 'iniimbitahan', 'sumali', 'http86952bet']"
mabuhay congratulations lucky viewer won 1000p click withdraw click get https86952bet,False,casino/gambling,"['Mabuhay', 'Congratulations', 'lucky', 'viewer', 'won', '1000p', 'click', 'withdraw', 'Click', 'Get', 'https86952bet']"
hottest online games poker slots p5ooo bonus everday httpsreurlcc9gdz38 247 immediate cash inout,False,online activity,"['hottest', 'online', 'games', 'poker', 'slots', 'P5OOO', 'bonus', 'everday', 'httpsreurlcc9Gdz38', '247', 'Immediate', 'Cash', 'InOut']"
10 pcs solar lights for only 1999 click here to buy httpsslazadacomphsu87fj sampu yes 10 pcs ngayon araw lang ang promo,False,free,"['10', 'PCS', 'SOLAR', 'LIGHTS', 'FOR', 'ONLY', '1999', 'CLICK', 'HERE', 'TO', 'BUY', 'httpsslazadacomphsU87fj', 'SAMPU', 'Yes', '10', 'PCS', 'NGAYON', 'ARAW', 'LANG', 'ANG', 'PROMO']"
dear best players special limitedtime offer you play win grand prize get involved right now wwwjiliasia7com,False,casino/gambling,"['Dear', 'best', 'players', 'special', 'limitedtime', 'offer', 'you', 'Play', 'win', 'grand', 'prize', 'Get', 'involved', 'right', 'now', 'wwwjiliasia7com']"
dahil patuloy pagtangkilik globe makakakuha 199p bonus pasasalamat globe url httpsbitly3zrq4ao web httpsbitly3vber4s,False,bank/money,"['Dahil', 'patuloy', 'pagtangkilik', 'Globe', 'Makakakuha', '199P', 'bonus', 'pasasalamat', 'Globe', 'URL', 'httpsbitly3zrQ4ao', 'Web', 'httpsbitly3vbEr4S']"
bagong miyembro magdeposito 100 makakakuha 50 yan bonus httpfdsv06online,False,bank/money,"['Bagong', 'miyembro', 'magdeposito', '100', 'makakakuha', '50', 'yan', 'bonus', 'httpfdsv06online']"
hi  reach mobile phonekindly contact via email phenrich808gmailcom regards,False,others,"['Hi', 'reach', 'mobile', 'phonekindly', 'contact', 'via', 'email', 'phenrich808gmailcom', 'Regards']"
sirmamcongratulations selected wrk part time daily salary 7000 cuttlyhle2ffs,False,others,"['SirMamCongratulations', 'selected', 'wrk', 'part', 'time', 'Daily', 'salary', '7000', 'cuttlyhLE2fFS']"
pag natanggap mensaheng ito maaari kang makakuha 1000 phbwin26com,False,casino/gambling,"['Pag', 'natanggap', 'mensaheng', 'ito', 'Maaari', 'kang', 'makakuha', '1000', 'phbwin26com']"
your resume passed you 5000 pesos completing simple tasks every dayhttpsreurlccx9z9xn,False,work,"['Your', 'resume', 'passed', 'You', '5000', 'pesos', 'completing', 'simple', 'tasks', 'every', 'dayhttpsreurlccx9z9XN']"
online casino 247 cash inout httpscuttlytlflnbd sign 5000 get 5000,False,casino/gambling,"['online', 'casino', '247', 'Cash', 'InOut', 'httpscuttlyTLFLnbD', 'Sign', '5000', 'GET', '5000']"
joey tagaytay won p888918 yesterday jili slots join now try yourself at new philippineslicensedbitly3iv47iv,False,casino/gambling,"['Joey', 'Tagaytay', 'won', 'P888918', 'yesterday', 'Jili', 'Slots', 'Join', 'now', 'try', 'yourself', 'At', 'new', 'Philippineslicensedbitly3Iv47iv']"
sirmamcongratulations selected wrk part time daily salary 7000httpscuttlyllebzu4,False,others,"['SirMamCongratulations', 'selected', 'wrk', 'part', 'time', 'Daily', 'salary', '7000httpscuttlylLEBzu4']"
try new online game register will 577p waiting sign now url httpsbitly3av9mq3 777 web httpsbitly3ig9hby 888,False,online activity,"['Try', 'new', 'Online', 'game', 'register', 'will', '577p', 'waiting', 'Sign', 'now', 'URL', 'httpsbitly3AV9mq3', '777', 'Web', 'httpsbitly3IG9hby', '888']"
win mercedes benz hit jackpot 8 million pesos register now free 577 url httpsbitly3up1vps web httpsbitly3zaygri,False,casino/gambling,"['Win', 'Mercedes', 'Benz', 'hit', 'jackpot', '8', 'million', 'pesos', 'Register', 'now', 'free', '577', 'URL', 'httpsbitly3uP1vpS', 'Web', 'httpsbitly3zaygRi']"
win mercedes benz hit jackpot 8 million pesos register now free 577 url httpsbitly3up1vps web httpsbitly3zaygri,False,casino/gambling,"['Win', 'Mercedes', 'Benz', 'hit', 'jackpot', '8', 'million', 'pesos', 'Register', 'now', 'free', '577', 'URL', 'httpsbitly3uP1vpS', 'Web', 'httpsbitly3zaygRi']"
win mercedes benz hit jackpot 8 million pesos register now free 577 url httpsbitly3yjtztl web httpsbitly3yanz8m,False,casino/gambling,"['Win', 'Mercedes', 'Benz', 'hit', 'jackpot', '8', 'million', 'pesos', 'Register', 'now', 'free', '577', 'URL', 'httpsbitly3yJtZTl', 'Web', 'httpsbitly3yAnz8M']"
solar 3 way lights sobra ganda at formal ilagay sa wall click for pricebuy httpsslazadacomphsu6k6j elegante tignan siguradong mabibilib ang mga bisita buy 1 take 1 today only para makaiwas sa magnanakaw or akyat bahay makatipid sa kuryente,False,free,"['SOLAR', '3', 'WAY', 'LIGHTS', 'SOBRA', 'GANDA', 'AT', 'FORMAL', 'ILAGAY', 'SA', 'WALL', 'CLICK', 'FOR', 'PRICEBUY', 'httpsslazadacomphsU6k6J', 'ELEGANTE', 'TIGNAN', 'SIGURADONG', 'MABIBILIB', 'ANG', 'MGA', 'BISITA', 'BUY', '1', 'TAKE', '1', 'TODAY', 'ONLY', 'PARA', 'MAKAIWAS', 'SA', 'MAGNANAKAW', 'OR', 'AKYAT', 'BAHAY', 'MAKATIPID', 'SA', 'KURYENTE']"
ano nun nanalo 399m premyo nya free40p sign up baka p40 yan makuha mo cuttlybing0plusph pagc0r licensed,False,casino/gambling,"['Ano', 'nun', 'nanalo', '399M', 'premyo', 'nya', 'FREE40P', 'sign', 'up', 'baka', 'P40', 'yan', 'makuha', 'mo', 'cuttlyBING0PLUSPH', 'PAGC0R', 'LICENSED']"
the best online cockfighting slots machine million rewards join 88 php free wwwbet86ph,False,casino/gambling,"['The', 'best', 'online', 'cockfighting', 'slots', 'machine', 'million', 'rewards', 'join', '88', 'php', 'free', 'wwwbet86ph']"
all platform wildplay betting p180000 200 get 100 2000 get 2000 10000 get 11000 247 immediate cash inout more httpscuttlywltngoj,False,others,"['All', 'platform', 'wildplay', 'betting', 'P180000', '200', 'GET', '100', '2000', 'GET', '2000', '10000', 'GET', '11000', '247', 'Immediate', 'Cash', 'InOut', 'MORE', 'httpscuttlywLtnGOJ']"
solar street lights are now on sale click if interested for pricebuy httpsinvolcoclc31bs shop now new item 74 off sale buy 2 take 2 today only pinaka murang presyo sa market pakiclick ang link sa taas para makita ang presyo at pictures led super bright iwas magnanakaw sa gabi 810 hrs usage if full charge please do not click if not interested thank you,False,free,"['SOLAR', 'STREET', 'LIGHTS', 'ARE', 'NOW', 'ON', 'SALE', 'CLICK', 'IF', 'INTERESTED', 'FOR', 'PRICEBUY', 'httpsinvolcoclc31bs', 'Shop', 'Now', 'NEW', 'ITEM', '74', 'OFF', 'SALE', 'BUY', '2', 'TAKE', '2', 'TODAY', 'ONLY', 'PINAKA', 'MURANG', 'PRESYO', 'SA', 'MARKET', 'PAKICLICK', 'ANG', 'LINK', 'SA', 'TAAS', 'PARA', 'MAKITA', 'ANG', 'PRESYO', 'AT', 'PICTURES', 'LED', 'Super', 'Bright', 'IWAS', 'MAGNANAKAW', 'SA', 'GABI', '810', 'HRS', 'USAGE', 'IF', 'FULL', 'CHARGE', 'PLEASE', 'DO', 'NOT', 'CLICK', 'IF', 'NOT', 'INTERESTED', 'THANK', 'YOU']"
your interview passed july 11 easily 3980 please contact intime httpsapiwhatsappcomsendphone639358821754textapp_absent0,False,work,"['Your', 'interview', 'passed', 'July', '11', 'easily', '3980', 'Please', 'contact', 'intime', 'httpsapiwhatsappcomsendphone639358821754textapp_absent0']"
pagod ba mag hapon pagtratrabaho 6 speed massage intense vibrating gun httpsslazadacomphsu5m5c marerelax new massage gun,False,online activity,"['Pagod', 'ba', 'mag', 'hapon', 'pagtratrabaho', '6', 'Speed', 'Massage', 'Intense', 'Vibrating', 'Gun', 'httpsslazadacomphsU5m5c', 'Marerelax', 'NEW', 'MASSAGE', 'GUN']"
sirmadam congratulations passing interview 3800pday time limited please contact mehttps0afitnqmko,False,work,"['SirMadam', 'congratulations', 'passing', 'interview', '3800Pday', 'time', 'limited', 'please', 'contact', 'mehttps0afitNQmkO']"
goodnews amigo7 15m jackp0t prize libreng 100 php magsign up 5p l0wbet mabilis cah in out maglaro ngayon linkypht1b,False,casino/gambling,"['Goodnews', 'Amigo7', '15M', 'JACKP0T', 'PRIZE', 'Libreng', '100', 'php', 'magsign', 'up', '5p', 'L0WBET', 'MABILIS', 'CAH', 'IN', 'Out', 'Maglaro', 'Ngayon', 'linkyphT1B']"
4 pcs solar lights for only 1499 pinaka mura solar market bili na click here to buy httpsslazadacomphsuxheg buy 2 take 2 today only,False,free,"['4', 'PCS', 'SOLAR', 'LIGHTS', 'FOR', 'ONLY', '1499', 'Pinaka', 'mura', 'Solar', 'Market', 'BILI', 'NA', 'CLICK', 'HERE', 'TO', 'BUY', 'httpsslazadacomphsUXHEg', 'BUY', '2', 'TAKE', '2', 'TODAY', 'ONLY']"
ang pinakamainit sabong pinakasikat casino mayroong milyon reward naghihintay sayo bet86net,False,casino/gambling,"['Ang', 'pinakamainit', 'sabong', 'pinakasikat', 'casino', 'mayroong', 'milyon', 'reward', 'naghihintay', 'sayo', 'bet86net']"
goodnews kabingo 236m jackp0t prize libreng 40 php magsign up 1p l0wbet madaling cash in out maglaro ngayon linkyphbingo_plusph,False,casino/gambling,"['Goodnews', 'KaBingo', '236M', 'JACKP0T', 'PRIZE', 'Libreng', '40', 'php', 'magsign', 'up', '1p', 'L0WBET', 'Madaling', 'CASH', 'IN', 'Out', 'Maglaro', 'Ngayon', 'linkyphBingo_PlusPH']"
bet77 first deposit huge bonus 100p free 88p mobile phoneeasy betting thousands people online fast payment httpbet777asia,False,bank/money,"['Bet77', 'First', 'Deposit', 'Huge', 'Bonus', '100P', 'free', '88p', 'Mobile', 'phoneeasy', 'betting', 'thousands', 'people', 'online', 'fast', 'payment', 'httpbet777asia']"
aim 197 million jackp0t even miss land big b1ngo extra patterns pr1zes cuttlybingoplusph pagcor licensed,False,casino/gambling,"['Aim', '197', 'Million', 'JACKP0T', 'Even', 'miss', 'land', 'BIG', 'B1NGO', 'EXTRA', 'PATTERNS', 'PR1ZES', 'cuttlyBingoPlusPH', 'PAGCOR', 'LICENSED']"
ang pinakamainit sabong pinakasikat casino mayroong milyon reward naghihintay sayo bet86net,False,casino/gambling,"['Ang', 'pinakamainit', 'sabong', 'pinakasikat', 'casino', 'mayroong', 'milyon', 'reward', 'naghihintay', 'sayo', 'bet86net']"
we approved interview july 1 easily 2800p please contact time http1v9xyz1jrakr,False,work,"['We', 'approved', 'interview', 'July', '1', 'easily', '2800P', 'Please', 'contact', 'time', 'http1v9xyz1jRaKr']"
para limitado mkha 5000p bonus magister  po kyo httpttink0kfpw 101 get 101 501 get 501 3001 get 3001 247 immediate cash inout,False,bank/money,"['Para', 'limitado', 'mkha', '5000p', 'bonus', 'Magister', 'po', 'kyo', 'httpttink0kFPW', '101', 'GET', '101', '501', 'GET', '501', '3001', 'GET', '3001', '247', 'Immediate', 'Cash', 'InOut']"
do message email talk please mesad45678gmailcom,False,others,"['Do', 'message', 'email', 'talk', 'please', 'mesad45678gmailcom']"
sawalc639gmailcom contact talk please,False,others,"['sawalc639gmailcom', 'contact', 'talk', 'please']"
online slot machine idownload app makakuha 777p bitly3n9ga6o,False,online activity,"['Online', 'slot', 'machine', 'idownload', 'APP', 'makakuha', '777P', 'bitly3N9ga6o']"
mas pinaganda bingo dahil pwede idownload plus free40p signupgift 63m jackp0t tlybingoplus,False,casino/gambling,"['Mas', 'pinaganda', 'Bingo', 'Dahil', 'pwede', 'iDownload', 'Plus', 'FREE40p', 'SignupGift', '63M', 'JACKP0T', 'tlyBingoPlus']"
wow grabe ganda bagong solar design garden lawn tomb trees pathway click here to buy httpstinyurlcom3w5hf6yn buy 2 take 2 today only,False,free,"['WOW', 'Grabe', 'ganda', 'Bagong', 'SOLAR', 'DESIGN', 'GARDEN', 'LAWN', 'TOMB', 'TREES', 'PATHWAY', 'CLICK', 'HERE', 'TO', 'BUY', 'httpstinyurlcom3w5hf6yn', 'BUY', '2', 'TAKE', '2', 'TODAY', 'ONLY']"
my name maglaro wpl5ss makakuha ip14p7m7x magrehistro makakuha 5179 dajiang 25 bonus w1777pt5scomweekip14,True,casino/gambling,"['My', 'Name', 'Maglaro', 'WPL5SS', 'makakuha', 'IP14P7M7X', 'Magrehistro', 'makakuha', '5179', 'dajiang', '25', 'bonus', 'w1777pt5scomWEEKIP14']"
my name maglaro wpl5ss makakuha ip14p7m7x magrehistro makakuha 5179 dajiang 25 bonus w1777pt5scomweekip14,True,casino/gambling,"['My', 'Name', 'Maglaro', 'WPL5SS', 'makakuha', 'IP14P7M7X', 'Magrehistro', 'makakuha', '5179', 'dajiang', '25', 'bonus', 'w1777pt5scomWEEKIP14']"
your loan approved please login withdraw link httpbppoocomaee7ji,False,bank/money,"['Your', 'loan', 'approved', 'please', 'login', 'withdraw', 'link', 'httpbppoocomaeE7ji']"
maglaro my name weekend spin games manalo ippro14m3x 5177 bonus 3 rebate deposit mlmpez4yyypl5x4you888compromax,False,casino/gambling,"['Maglaro', 'My', 'name', 'weekend', 'spin', 'games', 'manalo', 'IPPRO14M3X', '5177', 'Bonus', '3', 'rebate', 'deposit', 'Mlmpez4YyYpl5x4you888comPROMAX']"
your loan approved please login withdraw link httpbppoocomaee7ji,False,bank/money,"['Your', 'loan', 'approved', 'please', 'login', 'withdraw', 'link', 'httpbppoocomaeE7ji']"
cashbox you loan php 20000 90 success rate get now within 1 hour id httpsg16ocom1n1osu,False,bank/money,"['CASHBOX', 'You', 'loan', 'Php', '20000', '90', 'success', 'rate', 'Get', 'now', 'within', '1', 'hour', 'ID', 'httpsg16ocom1n1oSU']"
halika kunin premyo 600 nagaantay http0xr8tbcom,False,casino/gambling,"['Halika', 'kunin', 'premyo', '600', 'nagaantay', 'http0xr8tbcom']"
may bonus pag sumali 10 http0xr8tbcom,False,online activity,"['May', 'bonus', 'pag', 'sumali', '10', 'http0xr8tbcom']"
there many choices happy this  happy this here sign now free 60p accasino12comlogin best online casino,False,casino/gambling,"['There', 'many', 'choices', 'happy', 'This', 'happy', 'This', 'here', 'sign', 'now', 'FREE', '60p', 'accasino12comlogin', 'Best', 'Online', 'Casino']"
buddy try luck here 26m jackp0t prize you might next millionaire register now free 60p luckyphilcomlogin will sab0ng soon,False,online activity,"['Buddy', 'Try', 'luck', 'here', '26M', 'JACKP0T', 'PRIZE', 'You', 'might', 'next', 'millionaire', 'Register', 'now', 'FREE', '60P', 'luckyphilcomlogin', 'will', 'SAB0NG', 'Soon']"
makakatanggap 5000 cash pumunta website bitlysapo2022  click google ads makikita anong page site,False,others,"['Makakatanggap', '5000', 'cash', 'Pumunta', 'website', 'bitlysapo2022', 'click', 'google', 'ads', 'makikita', 'anong', 'page', 'site']"
looking financial freedom ask us egamesphcomlogin,False,online activity,"['Looking', 'financial', 'freedom', 'Ask', 'us', 'egamesphcomlogin']"
mega get 100 pesos register come fb gifts also find good salesman fb httpsmega668combucbc register httpsmega668compzatv,False,others,"['MEGA', 'Get', '100', 'pesos', 'register', 'Come', 'FB', 'gifts', 'Also', 'find', 'good', 'salesman', 'FB', 'httpsmega668combucBc', 'Register', 'httpsmega668compzatv']"
65m jackpot prize try luck play now free 40p register what waiting for join now bitlybingoplusphapp,False,casino/gambling,"['65M', 'JACKPOT', 'PRIZE', 'Try', 'luck', 'Play', 'now', 'Free', '40P', 'register', 'What', 'waiting', 'for', 'Join', 'now', 'bitlyBingoplusPHAPP']"
the jackpot prize bingoplus 30m start 1peso pwede milyonaryo register kana bitlybingoplus2 free 40 mag signup,False,casino/gambling,"['The', 'Jackpot', 'prize', 'BingoPlus', '30M', 'start', '1Peso', 'pwede', 'MILYONARYO', 'register', 'kana', 'bitlyBingoPLus2', 'free', '40', 'mag', 'signup']"
fast cash inout free 40p signup 1p lowest bet win 271m deposit small amount bitlybingo_plusph play win now,False,casino/gambling,"['Fast', 'Cash', 'INOUT', 'Free', '40P', 'signup', '1P', 'Lowest', 'bet', 'WIN', '271M', 'Deposit', 'small', 'amount', 'bitlyBingo_PlusPH', 'Play', 'win', 'now']"
greetings  writing express interest working you proposal might interest you opportunity discuss detail kindly contact email carlcory44hotmailcom  await urgent response,False,work,"['Greetings', 'writing', 'express', 'interest', 'working', 'you', 'proposal', 'might', 'interest', 'you', 'opportunity', 'discuss', 'detail', 'kindly', 'contact', 'email', 'carlcory44hotmailcom', 'await', 'urgent', 'response']"
lets talk via elizabethwarrenlivegmailcom,False,others,"['Lets', 'talk', 'via', 'elizabethwarrenlivegmailcom']"
sino nakaranas manalo worth 100k 10m jackpot 1p baka to free40php sayo install linkyphbingoplus,False,casino/gambling,"['Sino', 'nakaranas', 'manalo', 'worth', '100k', '10M', 'jackpot', '1P', 'Baka', 'to', 'Free40php', 'sayo', 'Install', 'linkyphBingoPlus']"
information you received php50000000 fromvillar foundation sponsored bysenmark villar handog pangkabuhayan to claim text completenameageaddwork im attyricardo  gonzales dti1108s2022,False,casino/gambling,"['INFORMATION', 'You', 'received', 'PHP50000000', 'FromVILLAR', 'FOUNDATION', 'Sponsored', 'bySenMARK', 'VILLAR', 'Handog', 'Pangkabuhayan', 'To', 'claim', 'text', 'CompleteNAMEAGEADDWORK', 'Im', 'ATTYRicardo', 'Gonzales', 'DTI1108s2022']"
congrats 159m jackpot won bingoplus honoured bring filipino happiness sign now free40p cuttlybingoplusph,False,casino/gambling,"['Congrats', '159M', 'Jackpot', 'won', 'BingoPlus', 'honoured', 'bring', 'filipino', 'happiness', 'Sign', 'now', 'free40P', 'cuttlyBingoPlusPH']"
makakatanggap 5000 cash pumunta website bitlywordpress20221  click google ads makikita anong page site,False,others,"['Makakatanggap', '5000', 'cash', 'Pumunta', 'website', 'bitlywordpress20221', 'click', 'google', 'ads', 'makikita', 'anong', 'page', 'site']"
employment opportunity philippines citizens work live usa contact inffopacoogmailcom now,False,work,"['Employment', 'opportunity', 'Philippines', 'Citizens', 'work', 'Live', 'USA', 'Contact', 'inffopacoogmailcom', 'now']"
